C,Production,NOSDAILY,AEMO,PUBLIC,2018/03/05,15:00:54
I,NOS,TXOUTAGES,1,Region,Station Name,Equipment Name,Equipment Type,KV,Start Time,End Time,Status,Constraint Set ID,2nd/IS Flag,Issues,Recall Time (D),Recall Time (N),Date/Time of Original Inclusion of Outage,Date/Time of Last Change,TNSP Submitted the Outage,Resubmit Reason
D, NOS, TXOUTAGES, 1,TAS1,Chapel Street,ChapelSt 2 220/110kV XFMR,xfmr2,220/110,2019/02/05 07:00:00,2019/02/05 15:00:00,RESUBMIT,,0,,120,,2017/05/18 00:00:00,2017/05/18 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Chapel Street,ChapelSt 3 220/110kV XFMR,xfmr2,220/110,2019/02/06 07:00:00,2019/02/06 15:00:00,SUBMIT,,0,,90,,2017/07/12 00:00:00,2017/07/12 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Chapel Street,ChapelSt 4 220/110kV XFMR,xfmr2,220/110,2019/02/07 07:00:00,2019/02/07 15:00:00,SUBMIT,,0,,,,2017/07/12 00:00:00,2017/07/12 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Creek Road,CreekRd-Risdon 1 110kV LINE,line,110,2018/04/10 08:00:00,2018/04/10 16:00:00,SUBMIT,,0,,90,,2017/09/29 00:00:00,2017/09/29 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Derby,Derby T1A 110/22kV XFMR,xfmr2,110/22,2019/03/21 07:00:00,2019/03/21 15:00:00,SUBMIT,,0,,60,,2017/11/24 00:00:00,2017/11/29 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Farrell,Farrell Tribute 220kV LINE,line,220,2018/02/09 17:00:00,2018/03/08 17:00:00,PTP,,0,,,,2018/02/02 00:00:00,2018/02/21 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Farrell,Farrell 1 220/110kV XFMR,xfmr2,220/110,2018/02/12 08:20:00,2018/03/16 17:00:00,PTP,T-NIL_WCP_CLOSE,0,,5760,5760,2017/09/05 00:00:00,2018/02/12 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Farrell,Farrell B 220kV BUS,bus,220,2018/03/15 07:00:00,2018/03/15 15:30:00,SUBMIT,,0,,240,,2018/02/27 00:00:00,2018/02/27 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Farrell,Farrell Tribute 220kV LINE,line,220,2018/03/15 07:00:00,2018/03/15 15:30:00,SUBMIT,,0,,240,,2018/02/27 00:00:00,2018/02/27 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Farrell,Farrell-Bastyan 220kV LINE,line,220,2018/03/15 07:00:00,2018/03/15 15:30:00,SUBMIT,,0,,240,,2018/02/27 00:00:00,2018/02/27 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Farrell,Farrell Reece 1 220kV LINE,line,220,2018/03/20 06:30:00,2018/03/20 16:00:00,MTLTP,T-FARC1,0,,120,,2017/08/18 00:00:00,2017/11/08 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Farrell,Farrell A 110kV BUS,bus,110,2018/04/09 09:00:00,2018/04/09 16:00:00,SUBMIT,,0,,120,,2018/01/31 00:00:00,2018/02/06 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Farrell,Farrell-Rosebery 1 110kV LINE,line,110,2018/04/09 09:00:00,2018/04/09 16:00:00,SUBMIT,,0,,120,,2018/01/31 00:00:00,2018/02/06 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Farrell,Farrell A 110kV BUS,bus,110,2018/04/10 08:00:00,2018/04/10 16:00:00,SUBMIT,,0,,120,,2018/01/31 00:00:00,2018/02/06 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Farrell,Farrell B 220kV BUS,bus,220,2018/04/11 08:00:00,2018/04/11 15:00:00,SUBMIT,,0,,60,,2018/01/31 00:00:00,2018/02/06 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Farrell,Farrell A752B 220kV CB,cb,220,2018/04/11 08:00:00,2018/04/11 15:00:00,SUBMIT,,0,,60,,2018/01/31 00:00:00,2018/02/06 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Farrell,Farrell JohnButtrs 220kV LINE,line,220,2018/05/21 09:00:00,2018/06/01 17:00:00,SUBMIT,,0,,2880,2880,2017/10/26 00:00:00,2017/10/26 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Farrell,Farrell Reece 2 220kV LINE,line,220,2018/09/25 08:30:00,2018/09/25 15:30:00,SUBMIT,,0,,120,,2017/12/20 00:00:00,2017/12/20 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,Farrell,Farrell A 110kV BUS,bus,110,2018/10/03 09:00:00,2018/10/03 15:00:00,MTLTP,,0,,30,,2017/07/17 00:00:00,2017/07/17 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,Farrell,Farrell B 220kV BUS,bus,220,2018/10/16 07:00:00,2018/10/16 15:00:00,MTLTP,,0,,120,,2017/06/07 00:00:00,2017/06/09 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Farrell,Farrell A752B 220kV CB,cb,220,2018/10/16 07:00:00,2018/10/16 15:00:00,MTLTP,,0,,120,,2017/06/07 00:00:00,2017/06/09 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Farrell,Farrell B 220kV BUS,bus,220,2018/11/06 08:00:00,2018/11/06 16:00:00,MTLTP,,0,,90,,2016/08/30 00:00:00,2016/08/30 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,Farrell,Farrell A 220kV BUS,bus,220,2018/11/07 08:00:00,2018/11/07 16:00:00,MTLTP,,0,,90,,2016/08/30 00:00:00,2016/08/30 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,Farrell,Farrell B 220kV BUS,bus,220,2018/12/05 07:00:00,2018/12/05 15:00:00,SUBMIT,,0,,90,,2017/07/19 00:00:00,2017/07/19 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Farrell,Farrell 1 220/110kV XFMR,xfmr2,220/110,2019/01/08 08:00:00,2019/01/08 16:00:00,SUBMIT,,0,,120,,2016/08/30 00:00:00,2016/08/30 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Farrell,Farrell 2 220/110kV XFMR,xfmr2,220/110,2019/01/09 08:00:00,2019/01/09 16:00:00,SUBMIT,,0,,120,,2016/08/30 00:00:00,2016/08/30 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,Farrell,Farrell Reece 1 220kV LINE,line,220,2019/03/13 07:00:00,2019/03/13 15:00:00,SUBMIT,,0,,120,,2017/06/07 00:00:00,2017/06/07 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,Farrell,Farrell 1 220/110kV XFMR,xfmr2,220/110,2019/03/13 08:00:00,2019/03/13 14:00:00,SUBMIT,,0,,60,,2017/06/07 00:00:00,2017/06/07 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,George Town,GeorgeTown-TamarVlyPS 1 110kV LINE,line,110,2018/03/06 07:30:00,2018/03/06 15:00:00,PDLTP,T-BB3GT_TVGT_ZERO,0,,60,,2018/02/26 00:00:00,2018/02/26 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,George Town,GeorgeTown-TamarVlyPS 2 110kV LINE,line,110,2018/03/06 07:30:00,2018/03/06 15:00:00,PDLTP,T-BB3GT_TVGT_ZERO,0,,60,,2018/02/26 00:00:00,2018/02/26 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,George Town,GeorgeTown B 110kV BUS,bus,110,2018/03/09 07:00:00,2018/03/09 15:00:00,STLTP,,0,,60,,2017/11/22 00:00:00,2017/11/22 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,George Town,GeorgeTown A 110kV BUS,bus,110,2018/03/19 07:00:00,2018/03/19 15:00:00,SUBMIT,,0,,120,,2017/11/22 00:00:00,2017/11/22 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,George Town,GeorgeTown B 110kV BUS,bus,110,2018/03/20 07:00:00,2018/03/20 15:00:00,SUBMIT,,0,,120,,2017/11/22 00:00:00,2017/11/22 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,George Town,GeorgeTown B 110kV BUS,bus,110,2018/03/20 15:00:00,2018/03/21 15:00:00,SUBMIT,,0,,120,120,2017/11/22 00:00:00,2017/11/22 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,George Town,GeorgeTown R752 110kV CB,cb,110,2018/03/20 15:00:00,2018/03/21 15:00:00,SUBMIT,,0,,120,120,2017/11/22 00:00:00,2017/11/22 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,George Town,GeorgeTown 1 110kV CAP,cap,110,2018/03/22 07:00:00,2018/03/23 15:00:00,SUBMIT,,0,,1440,1440,2017/11/22 00:00:00,2017/11/22 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,George Town,GeorgeTown Temco 1 110kV LINE,line,110,2018/05/23 08:00:00,2018/05/23 16:00:00,RESUBMIT,F-T-GTTE,0,,60,,2017/02/10 00:00:00,2018/02/02 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,George Town,GeorgeTown Temco 2 110kV LINE,line,110,2018/05/24 08:00:00,2018/05/24 16:00:00,RESUBMIT,F-T-GTTE,0,,60,,2017/02/10 00:00:00,2018/02/02 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,George Town,GeorgeTown Comalco 4 220kV LINE,line,220,2018/06/05 06:00:00,2018/06/05 12:00:00,RESUBMIT,F-T-COGT,0,,60,,2017/07/12 00:00:00,2017/07/12 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,George Town,GeorgeTown Comalco 5 220kV LINE,line,220,2018/06/05 12:00:00,2018/06/05 18:00:00,RESUBMIT,F-T-COGT,0,,60,,2016/10/04 00:00:00,2017/07/12 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,George Town,GeorgeTown B 220kV BUS,bus,220,2018/11/08 07:00:00,2018/11/08 15:00:00,SUBMIT,,0,,120,,2017/08/29 00:00:00,2017/08/29 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,George Town,GeorgeTown B7 220kV CB,cb,220,2018/11/08 07:00:00,2018/11/08 15:00:00,SUBMIT,,0,,120,,2017/08/29 00:00:00,2017/08/29 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,George Town,GeorgeTown B 220kV BUS,bus,220,2019/03/26 07:00:00,2019/03/26 15:00:00,SUBMIT,,0,,60,,2017/10/16 00:00:00,2017/10/16 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,George Town,GeorgeTown 2 220/110kV XFMR,xfmr2,220/110,2019/03/26 07:00:00,2019/03/26 15:00:00,SUBMIT,,0,,60,,2017/10/16 00:00:00,2017/10/16 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,George Town,GeorgeTown A 110kV BUS,bus,110,2019/03/27 06:30:00,2019/03/27 11:00:00,SUBMIT,,0,,60,,2017/10/16 00:00:00,2017/10/16 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,George Town,GeorgeTown 1 220/110kV XFMR,xfmr2,220/110,2019/03/27 06:30:00,2019/03/27 11:00:00,SUBMIT,,0,,60,,2017/10/16 00:00:00,2017/10/16 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,George Town,GeorgeTown B 110kV BUS,bus,110,2019/03/27 11:00:00,2019/03/27 15:30:00,SUBMIT,,0,,60,,2017/10/16 00:00:00,2017/10/16 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,George Town,GeorgeTown 1 220/110kV XFMR,xfmr2,220/110,2019/03/27 11:00:00,2019/03/27 15:30:00,SUBMIT,,0,,60,,2017/10/16 00:00:00,2017/10/16 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,George Town,GeorgeTown 3 220/110kV XFMR,xfmr2,220/110,2019/04/01 08:00:00,2019/04/01 12:00:00,SUBMIT,,0,,60,,2018/02/22 00:00:00,2018/02/22 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,George Town,GeorgeTown D7 220kV CB,cb,220,2019/04/03 07:00:00,2019/04/03 15:00:00,SUBMIT,,0,,240,,2018/02/22 00:00:00,2018/02/22 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,George Town,GeorgeTown C7 220kV CB,cb,220,2019/04/08 08:00:00,2019/04/08 16:30:00,SUBMIT,,0,,240,,2018/02/22 00:00:00,2018/02/26 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Gordon,Gordon A152 220kV CB,cb,220,2018/03/18 08:00:00,2018/03/18 16:00:00,SUBMIT,,0,,,,2018/02/26 00:00:00,2018/02/27 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Gordon,Gordon B152 220kV CB,cb,220,2018/03/18 08:00:00,2018/03/18 16:00:00,SUBMIT,,0,,,,2018/02/26 00:00:00,2018/02/27 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Gordon,Gordon S 220kV BUS,bus,220,2018/03/20 07:00:00,2018/03/22 15:00:00,RESUBMIT,,0,,180,120,2016/01/21 00:00:00,2016/01/21 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Gordon,Gordon A152 220kV CB,cb,220,2018/03/27 07:00:00,2018/03/29 15:00:00,RESUBMIT,,0,,180,120,2016/01/21 00:00:00,2016/01/21 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Gordon,Gordon B152 220kV CB,cb,220,2018/04/10 08:00:00,2018/04/12 16:00:00,RESUBMIT,,0,,180,120,2016/01/21 00:00:00,2016/01/21 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Gordon,Gordon A752 220kV CB,cb,220,2018/10/02 08:00:00,2018/10/04 16:00:00,MTLTP,F-T-GO_CB_A752,0,,150,180,2017/02/22 00:00:00,2017/02/22 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,Gordon,Gordon A752 220kV CB,cb,220,2018/10/02 08:00:00,2018/10/04 16:00:00,MTLTP,T-GO23_250,0,,150,180,2017/02/22 00:00:00,2017/02/22 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,Gordon,Gordon ChapelSt 1 220kV LINE,line,220,2018/10/02 08:00:00,2018/10/02 16:00:00,RESUBMIT,F-T-CSGO,0,,150,,2017/02/22 00:00:00,2017/02/22 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Gordon,Gordon ChapelSt 1 220kV LINE,line,220,2018/10/02 08:00:00,2018/10/02 16:00:00,RESUBMIT,T-CSGO,0,,150,,2017/02/22 00:00:00,2017/02/22 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Gordon,Gordon ChapelSt 1 220kV LINE,line,220,2018/10/05 08:00:00,2018/10/05 16:00:00,RESUBMIT,F-T-CSGO,0,,150,,2017/02/22 00:00:00,2017/02/22 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Gordon,Gordon ChapelSt 1 220kV LINE,line,220,2018/10/05 08:00:00,2018/10/05 16:00:00,RESUBMIT,T-CSGO,0,,150,,2017/02/22 00:00:00,2017/02/22 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Gordon,Gordon C752 220kV CB,cb,220,2018/10/09 07:00:00,2018/10/11 15:00:00,MTLTP,F-T-GO_CB_C752,0,,150,180,2017/02/22 00:00:00,2017/02/22 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,Gordon,Gordon C752 220kV CB,cb,220,2018/10/09 07:00:00,2018/10/11 15:00:00,MTLTP,T-GO13_250,0,,150,180,2017/02/22 00:00:00,2017/02/22 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,Gordon,Gordon ChapelSt 2 220kV LINE,line,220,2018/10/09 07:00:00,2018/10/09 15:00:00,RESUBMIT,F-T-CSGO,0,,150,,2017/02/22 00:00:00,2017/02/22 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Gordon,Gordon ChapelSt 2 220kV LINE,line,220,2018/10/09 07:00:00,2018/10/09 15:00:00,RESUBMIT,T-CSGO,0,,150,,2017/02/22 00:00:00,2017/02/22 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Gordon,Gordon ChapelSt 2 220kV LINE,line,220,2018/10/12 07:00:00,2018/10/12 15:00:00,RESUBMIT,F-T-CSGO,0,,150,,2017/02/22 00:00:00,2017/02/22 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Gordon,Gordon ChapelSt 2 220kV LINE,line,220,2018/10/12 07:00:00,2018/10/12 15:00:00,RESUBMIT,T-CSGO,0,,150,,2017/02/22 00:00:00,2017/02/22 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Hadspen,Hadspen Norwood 1 110kV LINE,line,110,2018/03/19 06:00:00,2018/03/23 16:00:00,SUBMIT,,0,,480,480,2018/02/21 00:00:00,2018/02/21 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Hadspen,Hadspen GeorgeTown 1 220kV LINE,line,220,2018/04/09 07:00:00,2018/04/13 17:00:00,RESUBMIT,T-GTHA,0,,480,480,2017/06/16 00:00:00,2017/08/16 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Hadspen,Hadspen 1 220/110kV XFMR,xfmr2,220/110,2018/04/16 07:00:00,2018/04/17 17:00:00,SUBMIT,,0,,240,240,2018/01/17 00:00:00,2018/02/21 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Hadspen,Hadspen GeorgeTown 2 220kV LINE,line,220,2018/04/23 07:00:00,2018/04/27 17:00:00,RESUBMIT,T-GTHA,0,,480,480,2017/06/16 00:00:00,2017/09/13 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Hadspen,Hadspen Trevallyn 2 110kV LINE,line,110,2018/04/30 07:00:00,2018/05/04 17:00:00,RESUBMIT,,0,,480,480,2017/06/16 00:00:00,2017/09/19 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Hadspen,Hadspen Trevallyn 1 110kV LINE,line,110,2018/05/07 07:00:00,2018/05/11 17:00:00,RESUBMIT,,0,,480,480,2017/06/16 00:00:00,2017/10/26 00:00:00,TasNetworks,Resource Problems
D, NOS, TXOUTAGES, 1,TAS1,Hadspen,Hadspen 2 220/110kV XFMR,xfmr2,220/110,2018/05/07 07:00:00,2018/05/08 17:00:00,SUBMIT,,0,,240,240,2018/01/17 00:00:00,2018/02/21 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Hadspen,Hadspen Norwood. 2 110kV LINE,line,110,2018/05/14 07:00:00,2018/05/18 17:00:00,RESUBMIT,,0,,480,480,2017/06/16 00:00:00,2017/10/26 00:00:00,TasNetworks,Resource Problems
D, NOS, TXOUTAGES, 1,TAS1,Hadspen,Hadspen A 110kV BUS,bus,110,2018/05/21 08:00:00,2018/05/25 17:00:00,RESUBMIT,T-HA_TX,0,,480,480,2017/09/12 00:00:00,2018/02/13 00:00:00,TasNetworks,Resource Problems
D, NOS, TXOUTAGES, 1,TAS1,Hadspen,Hadspen A752 110kV Bus Cplr CB,cb,110,2018/05/21 08:00:00,2018/05/25 17:00:00,RESUBMIT,T-HA_TX,0,,480,480,2017/09/12 00:00:00,2018/02/13 00:00:00,TasNetworks,Resource Problems
D, NOS, TXOUTAGES, 1,TAS1,Hadspen,Hadspen D752 110kV Bus Cplr CB,cb,110,2018/05/21 08:00:00,2018/05/25 17:00:00,RESUBMIT,T-HA_TX,0,,480,480,2017/09/12 00:00:00,2018/02/13 00:00:00,TasNetworks,Resource Problems
D, NOS, TXOUTAGES, 1,TAS1,Hadspen,Hadspen 1 220/110kV XFMR,xfmr2,220/110,2018/05/21 08:00:00,2018/05/25 17:00:00,RESUBMIT,T-HA_TX,0,,480,480,2017/09/12 00:00:00,2018/02/13 00:00:00,TasNetworks,Resource Problems
D, NOS, TXOUTAGES, 1,TAS1,Hadspen,Hadspen B752 220kV Bus Cplr CB,cb,220,2018/05/28 07:00:00,2018/06/01 17:00:00,SUBMIT,,0,,480,480,2017/09/12 00:00:00,2018/02/13 00:00:00,TasNetworks,Resource Problems
D, NOS, TXOUTAGES, 1,TAS1,Hadspen,Hadspen BW752 220kV Bus Cplr CB,cb,220,2018/05/28 07:00:00,2018/06/01 17:00:00,SUBMIT,,0,,480,480,2017/09/12 00:00:00,2018/02/13 00:00:00,TasNetworks,Resource Problems
D, NOS, TXOUTAGES, 1,TAS1,Hadspen,Hadspen 2 220/110kV XFMR,xfmr2,220/110,2018/05/28 07:00:00,2018/06/01 17:00:00,SUBMIT,,0,,480,480,2017/09/12 00:00:00,2018/02/13 00:00:00,TasNetworks,Resource Problems
D, NOS, TXOUTAGES, 1,TAS1,Hadspen,Hadspen Trevallyn 1 110kV LINE,line,110,2018/06/25 08:00:00,2018/06/29 17:00:00,SUBMIT,,0,,480,480,2018/03/01 00:00:00,2018/03/01 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,Hadspen,Hadspen Trevallyn 2 110kV LINE,line,110,2018/07/02 08:00:00,2018/07/06 17:00:00,SUBMIT,,0,,480,480,2018/03/01 00:00:00,2018/03/01 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,Hadspen,Hadspen GeorgeTown 1 220kV LINE,line,220,2019/04/02 07:00:00,2019/04/02 15:30:00,SUBMIT,,0,,120,,2018/02/22 00:00:00,2018/02/22 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,Hadspen,Hadspen GeorgeTown 2 220kV LINE,line,220,2019/04/03 07:00:00,2019/04/03 15:00:00,SUBMIT,,0,,240,,2018/02/22 00:00:00,2018/02/22 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,Hadspen,Hadspen GeorgeTown 1 220kV LINE,line,220,2019/04/08 08:00:00,2019/04/08 16:30:00,SUBMIT,,0,,240,,2018/02/22 00:00:00,2018/02/26 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Liapootah,Liapootah A 220kV BUS,bus,220,2018/03/19 07:00:00,2018/03/22 15:00:00,SUBMIT,,0,,480,480,2018/02/20 00:00:00,2018/02/20 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,Liapootah,Liapootah B52 220kV CB,cb,220,2018/03/19 07:00:00,2018/03/22 15:00:00,SUBMIT,,0,,480,480,2018/02/20 00:00:00,2018/02/20 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,Liapootah,Liapootah-ChapelSt 1 220kV LINE,line,220,2018/03/20 06:30:00,2018/03/20 10:30:00,RESUBMIT,T-CS_CL_LI,0,,120,,2017/11/02 00:00:00,2018/02/21 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Liapootah,Liapootah B 220kV BUS,bus,220,2018/04/09 08:00:00,2018/04/12 16:00:00,SUBMIT,,0,,480,480,2018/02/20 00:00:00,2018/02/20 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,Liapootah,Liapootah B52 220kV CB,cb,220,2018/04/09 08:00:00,2018/04/12 16:00:00,SUBMIT,,0,,480,480,2018/02/20 00:00:00,2018/02/20 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,Liapootah,Liapootah ChapelSt 2 220kV LINE,line,220,2018/04/09 08:00:00,2018/04/13 16:00:00,SUBMIT,,0,,120,180,2017/11/09 00:00:00,2017/11/09 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,Liapootah,Liapootah-ChapelSt 1 220kV LINE,line,220,2018/04/16 09:00:00,2018/04/16 13:00:00,SUBMIT,,0,,,,2018/02/02 00:00:00,2018/02/02 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Liapootah,Liapootah-ChapelSt 1 220kV LINE,line,220,2018/04/23 07:00:00,2018/04/24 17:00:00,SUBMIT,,0,,120,180,2017/11/09 00:00:00,2017/11/09 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,Liapootah,Liapootah-ChapelSt 1 220kV LINE,line,220,2018/04/26 07:00:00,2018/04/27 17:00:00,SUBMIT,,0,,120,180,2017/11/09 00:00:00,2017/11/09 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,Liapootah,Liapootah ChapelSt 2 220kV LINE,line,220,2019/03/25 07:00:00,2019/03/25 15:30:00,RESUBMIT,T-CSLI,0,,120,,2017/05/18 00:00:00,2017/05/18 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Liapootah,Liapootah C1 220kV CB,cb,220,2019/03/25 09:00:00,2019/03/25 14:00:00,SUBMIT,,0,,60,,2017/06/14 00:00:00,2017/06/14 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,Liapootah,Liapootah-ChapelSt 1 220kV LINE,line,220,2019/03/26 07:00:00,2019/03/26 15:30:00,RESUBMIT,T-CS_CL_LI,0,,120,,2017/05/18 00:00:00,2017/05/18 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Liapootah,Liapootah Wayatinah 220kV LINE,line,220,2019/03/28 07:00:00,2019/03/28 15:00:00,SUBMIT,,0,,60,,2017/06/14 00:00:00,2017/06/14 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,Liapootah,Liapootah B 220kV BUS,bus,220,2019/03/29 07:00:00,2019/03/29 15:00:00,SUBMIT,,0,,90,,2017/06/13 00:00:00,2017/06/13 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Liapootah,Liapootah 752 220kV CB,cb,220,2019/03/29 07:00:00,2019/03/29 15:00:00,SUBMIT,,0,,90,,2017/06/13 00:00:00,2017/06/13 00:00:00,TasNetworks,Information Update
D, NOS, TXOUTAGES, 1,TAS1,Lindisfarne,Lindisfrne B 110kV BUS,bus,110,2018/09/11 08:00:00,2018/09/11 16:00:00,SUBMIT,,0,,90,,2017/11/15 00:00:00,2017/11/15 00:00:00,TasNetworks,
D, NOS, TXOUTAGES, 1,TAS1,Lindisfarne,Lindisfrne A752 110kV CB,cb,110,2018/09/11 08:00:00,2018/09/11 16:00:00,SUBMIT,,0,,90,,2017/11/15 00:00:00,2017/11/15 00:00:00,TasNetworks,
